sq_meters;functionality;year_build;concrete_base;single_wall_length;brick_wall_total;glass_windows_lengh;glass_window_area;steel;copper;glass;polystyrene;timber
1961;3;1965;588.3;44.28317965;49.59716121;31;3;707.56;194.7248;403.3;653.13;199.5
376;2;1940;112.8;19.39071943;21.71760576;15;4;142.56;45.1968;81.9;125.68;38
646;2;1944;193.8;25.41653005;28.46651366;10;8;242.86;64.5328;134.5;218.28;65.1
7613;2;1973;2283.9;87.25250713;97.72280798;42;4;2752.08;737.4384;1527;2516.19;764.6
7237;3;2012;2171.1;85.07055895;95.27902602;66;8;2613.42;706.9416;1462.3;2392.01;725
8355;3;1987;2506.5;91.4056891;102.3743718;69;2;3016.2;811.164;1685.7;2763.05;838.5
9405;1;1998;2821.5;96.97937925;108.6169048;32;1;3393.7;919.004;1881;3106.35;943.6
2490;3;1980;747;49.8998998;55.88788778;27;6;899.1;247.632;498.3;827;252.7
6927;2;1958;2078.1;83.22860085;93.21603296;15;2;2495.12;679.0336;1400.2;2286.71;693.5
9736;3;1965;2920.8;98.67117107;110.5117116;25;4;3517.86;952.4448;1948.9;3214.38;974.4
2170;1;1981;651;46.5832588;52.17324985;15;2;791.5;215.956;443.8;718;220.1
3362;1;1975;1008.6;57.98275606;64.94068678;20;4;1224.12;335.4416;682.5;1112.76;338.2
4220;2;1987;1266;64.96152708;72.75691032;38;4;1526.1;415.196;844;1393.1;424.7
9909;1;1968;2972.7;99.54396014;111.4892354;28;2;3581.04;962.7912;1984.8;3274.97;993.1
8014;3;1963;2404.2;89.52094727;100.2634609;21;4;2898.54;780.0552;1605.9;2650.62;802.8
10747;2;1952;3224.1;103.6677385;116.1078671;58;8;3874.62;1042.3096;2161.3;3549.11;1076.2
10756;3;1969;3226.8;103.7111373;116.1564738;83;6;3874.16;1042.8808;2160;3553.48;1076.5
193;3;1968;57.9;13.89244399;15.55953727;2;8;74.68;23.9824;45.5;66.69;21.9
9656;3;1959;2896.8;98.26494797;110.0567417;52;4;3488.16;941.6008;1942.2;3190.28;969
7810;1;1951;2343;88.37420438;98.97910891;81;2;2824.3;761.108;1566.9;2581.4;782.3
5323;1;2017;1596.9;72.95889254;81.71395964;5;3;1926.98;522.7664;1070.9;1756.89;533.8
8659;3;2000;2597.7;93.05374791;104.2201977;74;8;3117.24;839.1912;1745.1;2860.97;868.8
7491;1;2004;2247.3;86.55056326;96.93663085;37;2;2699.46;734.1288;1504.3;2474.43;749.6
1934;3;1945;580.2;43.97726685;49.25453888;22;2;701.54;188.5112;392.7;643.82;194.5
5081;3;1947;1524.3;71.28113355;79.83486957;11;4;1834.06;493.7408;1024.2;1680.53;508.3
6991;1;2002;2097.3;83.61220007;93.64566407;82;4;2528.46;684.7288;1402.5;2312.73;699.8
4957;2;1997;1487.1;70.40596566;78.85468154;62;4;1791.72;483.1376;996.2;1636.51;495.9
2415;1;1986;724.5;49.1426495;55.03976744;31;8;877.8;243.372;497.6;797.95;242.2
6588;3;1992;1976.4;81.16649555;90.90647502;58;2;2382.08;638.3184;1329.3;2176.94;660.2
5874;3;1973;1762.2;76.64202503;85.83906803;53;2;2121.24;571.8032;1184.2;1939.32;591.3
6500;1;1977;1950;80.62257748;90.29728678;62;4;2341.1;639;1313.2;2150;652.6
1352;1;1986;405.6;36.76955262;41.18189894;2;1;487.82;139.5736;271.1;452.16;137.9
1005;1;1986;301.5;31.70173497;35.50594316;23;4;366.6;97.284;215.1;337.35;103.3
8669;2;2000;2600.7;93.10746479;104.2803606;42;4;3121.04;846.3592;1741.5;2863.67;869.4
2989;1;1990;896.7;54.67174773;61.23235746;25;4;1089.64;291.6352;601.5;992.17;299.2
10046;3;2006;3013.8;100.2297361;112.2573044;76;2;3624.96;979.3528;2023;3316.18;1007.9
8161;1;1965;2448.3;90.33825325;101.1788436;12;6;2944.56;790.4848;1642.1;2696.73;817
4250;3;1971;1275;65.19202405;73.01506694;39;2;1539.8;415.5;857.5;1406.8;427.1
3229;1;1940;968.7;56.82429058;63.64320545;26;4;1173.24;314.8672;659.3;1065.87;326.8
7199;1;2011;2159.7;84.84692098;95.0285515;30;1;2601.34;701.0632;1453.8;2380.57;720.3
8432;1;1962;2529.6;91.82592227;102.8450329;59;4;3039.82;825.0176;1688.2;2788.06;844
3332;3;1993;999.6;57.72347876;64.65029621;20;8;1209.32;324.4376;668.7;1102.16;335.7
4782;2;1993;1434.6;69.15200648;77.45024726;46;3;1729.92;464.6976;969.3;1582.26;479.6
1524;1;2019;457.2;39.03844259;43.7230557;13;4;556.84;156.1232;312.2;506.12;152.8
10796;3;1950;3238.8;103.9038017;116.3722579;8;4;3888.96;1054.6528;2159.8;3564.28;1080
10133;1;1946;3039.9;100.6628035;112.7423399;1;2;3660.98;987.0744;2029.7;3343.99;1013.5
5781;3;1981;1734.3;76.03288762;85.15683414;31;6;2095.86;568.2008;1159.5;1911.63;580.6
5207;3;1974;1562.1;72.15954545;80.81869091;36;3;1887.52;510.6376;1046.1;1720.01;522.2
264;1;1951;79.2;16.24807681;18.19784603;1;1;97.64;26.7552;55.1;90.82;28.5
7068;1;1973;2120.4;84.07139823;94.15996602;58;1;2554.68;694.0824;1423.6;2334.94;706.9
5031;3;2011;1509.3;70.92954251;79.44108761;69;2;1817.76;489.8008;1006.3;1662.93;505.8
10213;1;1982;3063.9;101.0593885;113.1865151;86;8;3690.28;989.6184;2048.6;3373.79;1022.4
5907;1;1975;1772.1;76.85701009;86.0798513;37;2;2130.72;575.1976;1183.8;1951.41;594.7
10345;1;1975;3103.5;101.7103731;113.9156179;50;2;3726.5;1008.996;2072.9;3419.05;1035.3
8387;3;1967;2516.1;91.58056562;102.5702335;75;6;3026.82;814.8616;1683.9;2768.21;838.8
9407;3;1988;2822.1;96.98969017;108.628453;82;3;3400.42;914.4976;1886.8;3104.71;944.3
4486;2;1982;1345.8;66.9776082;75.01492118;48;2;1621.66;437.6448;909.9;1482.28;451.8
5031;1;1944;1509.3;70.92954251;79.44108761;35;4;1822.76;492.9008;1009;1664.63;505.9
5468;2;1993;1640.4;73.94592619;82.81943733;10;2;1976.68;537.7024;1093.6;1806.54;547.3
6690;2;1986;2007;81.79242019;91.60751061;14;8;2408.6;647.592;1352.9;2210.7;669.9
7378;3;1957;2213.4;85.89528509;96.2027193;4;4;2663.68;721.6904;1490.2;2436.84;740.4
2449;2;1940;734.7;49.48737213;55.42585678;20;4;893.74;245.9632;497.9;810.37;248
4596;2;1969;1378.8;67.79380503;75.92906163;21;1;1665.26;453.1928;927.6;1519.38;461.8
8098;1;1964;2429.4;89.9888882;100.7875548;35;4;2923.48;786.2864;1624.4;2676.34;810.5
2869;3;1952;860.7;53.56304696;59.9906126;51;4;1041.74;280.1192;583.1;950.47;288.3
4105;3;1992;1231.5;64.07027392;71.75870679;60;6;1478.8;401.464;830.4;1357.45;412.8
32;3;1983;9.6;5.656854249;6.335676759;3;4;16.42;7.1976;8;15.56;5.7
1293;1;1990;387.9;35.95830919;40.2733063;17;6;472.38;128.1624;269.2;428.19;130.1
7773;2;1944;2331.9;88.16461875;98.744373;19;8;2811.88;759.5264;1558.2;2566.99;780.6
5527;3;1968;1658.1;74.34379598;83.26505149;25;1;1997.62;542.2136;1110.6;1826.11;554.9
7943;1;2012;2382.9;89.12350981;99.81833098;85;8;2866.18;772.0824;1593.5;2625.39;798.2
6494;2;1951;1948.2;80.58535847;90.25560149;68;4;2345.74;629.9192;1300.4;2143.52;652.6
10734;3;2016;3220.2;103.6050192;116.0376215;58;3;3866.64;1040.1512;2159.7;3546.02;1074.9
10716;2;1969;3214.8;103.5181144;115.9402881;70;6;3869.16;1041.3088;2150.1;3537.58;1074.7
1961;1;1941;588.3;44.28317965;49.59716121;9;2;718.66;199.0248;397.9;652.63;200.1
5368;1;1975;1610.4;73.26663634;82.0586327;22;6;1936.98;525.9224;1075.4;1771.94;538.9
10307;2;2012;3092.1;101.5233963;113.7062039;23;3;3711.22;1002.2176;2065.9;3404.71;1034.4
5748;2;1953;1724.4;75.81556568;84.91343357;60;3;2076.48;562.1064;1158;1898.84;574.9
2807;1;1981;842.1;52.98112872;59.33886416;31;4;1013.82;279.3176;563.7;931.21;282.5
229;2;1960;68.7;15.13274595;16.94867546;2;3;82.74;23.0672;57;78.07;26.3
3568;1;1958;1070.4;59.73273809;66.90066666;6;1;1287.78;349.0824;719.8;1179.24;357.5
4283;2;2013;1284.9;65.44463309;73.29798906;32;4;1552.88;415.2944;863.6;1415.39;428.3
1697;2;1940;509.1;41.19465985;46.13801903;33;3;612.02;167.7696;349.9;560.91;172.7
6449;1;2019;1934.7;80.30566605;89.94234598;39;6;2334.54;625.1632;1295.6;2133.57;647.4
8315;3;2018;2494.5;91.18662183;102.1290164;56;8;2999.6;810.092;1672.3;2748.45;832.2
9984;3;1983;2995.2;99.91996797;111.9103641;98;4;3599.54;973.3512;2011.1;3298.92;1001.3
3671;1;2015;1101.3;60.58877784;67.85943118;31;1;1333.66;361.0528;736.9;1216.03;370.1
6904;2;1964;2071.2;83.09031231;93.06114979;32;3;2500.34;672.1072;1389.1;2279.62;693.5
3207;2;1945;962.1;56.63038054;63.4260262;8;1;1167.12;314.7376;641.5;1062.81;323.7
6359;3;1992;1907.7;79.74333828;89.31253887;26;1;2292.74;625.3512;1282.6;2102.67;639.9
3497;2;2014;1049.1;59.13543777;66.2316903;6;2;1262.42;345.3096;712.5;1156.01;351.3
8188;2;1970;2456.4;90.48756821;101.3460764;18;1;2951.18;797.6984;1643.4;2705.44;822.3
6047;3;1988;1814.1;77.76245881;87.09395387;29;2;2191.52;587.4496;1210;1999.41;606.5
5901;1;1975;1770.3;76.81796665;86.03612265;40;6;2134.26;574.0168;1180.7;1947.93;592.7
536;3;1986;160.8;23.15167381;25.92987466;13;8;200.36;51.9848;114.4;178.78;57.3
1284;2;1994;385.2;35.83294573;40.13289922;10;2;468.64;133.5912;269.2;428.12;129.1
10282;1;1966;3084.6;101.4001972;113.5682209;46;3;3701.92;1001.9976;2066.5;3398.76;1029
3462;2;2014;1038.6;58.83876273;65.89941426;25;2;1256.02;344.6216;693.5;1146.16;348.8
8201;2;1990;2460.3;90.55937279;101.4264975;82;4;2957.76;796.0568;1648.2;2709.03;823.4
8203;1;1943;2460.9;90.5704146;101.4388643;27;2;2966.18;801.5504;1643.7;2708.49;821.3
6955;2;2014;2086.5;83.39664262;93.40423973;2;2;2509.5;677.544;1394.8;2299.95;696.9
994;3;1974;298.2;31.52776554;35.31109741;15;4;363.54;103.2192;199.6;333.52;99.4
9331;1;1966;2799.3;96.59710141;108.1887536;56;3;3363.16;906.5408;1868.9;3079.93;935.7
3612;1;1971;1083.6;60.09991681;67.31190682;23;8;1307.82;354.6416;727.9;1194.86;363.8
2268;2;1971;680.4;47.6235236;53.33834643;36;4;818.28;226.6424;461.9;748.94;230
2197;1;2018;659.1;46.87216658;52.49682657;28;4;793.92;221.1696;447.3;725.11;221.7
874;1;1976;262.2;29.563491;33.11110992;26;3;315.04;86.6032;184.8;289.22;88.9
2099;2;1953;629.7;45.81484476;51.31262613;20;6;761.34;206.0832;425.9;693.17;212.8
499;1;1994;149.7;22.3383079;25.01890485;9;8;190.14;50.5032;104.4;168.77;53.9
7125;2;1989;2137.5;84.40971508;94.53888089;15;2;2565.5;692.4;1431.7;2357.25;715.6
4220;2;1948;1266;64.96152708;72.75691032;44;3;1530.3;417.796;848.7;1394;425.7
97;1;1942;29.1;9.848857802;11.03072074;6;4;48.92;10.2896;28.4;35.71;10.4
3817;3;1971;1145.1;61.78187436;69.19569929;35;2;1385.82;370.1856;772.5;1262.31;383.6
6800;2;2005;2040;82.46211251;92.35756601;81;4;2452.7;660.54;1367.8;2246.2;683
4375;1;1962;1312.5;66.14378278;74.08103671;8;8;1580.5;432.7;884.6;1448.05;439.3
3154;1;1994;946.2;56.16048433;62.89974245;3;8;1142.24;312.4072;637.3;1046.12;317.9
7493;2;1992;2247.9;86.56211643;96.9495704;3;4;2708.88;730.0224;1513.6;2473.79;750.3
906;1;1960;271.8;30.09983389;33.71181395;18;8;340.46;93.5008;184.3;301.58;91.4
3116;1;1944;934.8;55.82114295;62.5196801;40;3;1127.76;309.6288;634.4;1033.98;313.6
3238;1;1951;971.4;56.90342696;63.7318382;32;2;1171.38;323.3384;652.3;1072.14;325.8
8217;2;1990;2465.1;90.64766958;101.5253899;45;2;2959.42;803.2056;1650.2;2711.81;825.5
2154;1;1961;646.2;46.41120554;51.98055021;36;4;782.74;213.0072;439.9;716.12;218
8853;2;1982;2655.9;94.09038208;105.3812279;66;4;3192.18;858.9704;1779.7;2922.09;886.3
6075;1;1962;1822.5;77.94228634;87.2953607;18;3;2187.9;592.86;1216.4;2005.35;609.2
4028;1;1943;1208.4;63.46652661;71.0825098;10;2;1452.08;391.6104;818.7;1329.94;405.5
148;1;1954;44.4;12.16552506;13.62538807;9;4;61.78;21.5264;36.1;50.24;17.7
1013;3;1976;303.9;31.82766093;35.64698024;21;8;366.78;107.3584;205.5;335.59;103
138;1;1964;41.4;11.74734012;13.15702094;2;4;54.28;22.2584;34.2;50.34;14.9
3368;3;1961;1010.4;58.03447251;64.99860922;53;2;1217.18;333.0224;674;1111.84;338.1
1075;3;1994;322.5;32.78719262;36.72165574;16;3;390.3;112.26;221.9;360.55;109.6
3714;3;1992;1114.2;60.94259594;68.25570745;24;8;1342.24;359.6152;746.6;1231.02;372.8
3875;2;1960;1162.5;62.24949799;69.71943775;21;3;1408.8;375.9;780.7;1279.95;389.9
6184;1;1956;1855.2;78.63841301;88.07502257;25;6;2235.94;603.4112;1242.6;2042.42;620.9
7068;1;1952;2120.4;84.07139823;94.15996602;53;2;2552.38;686.7824;1415.2;2337.24;708.3
3332;1;2001;999.6;57.72347876;64.65029621;32;2;1204.92;324.4376;675.2;1105.46;336.5
5283;2;2003;1584.9;72.68424864;81.40635847;69;1;1912.58;516.7944;1069.8;1745.29;529.4
9645;1;1979;2893.5;98.20896089;109.9940362;51;4;3477.3;934.036;1930.3;3188.25;967.4
10510;3;1983;3153;102.5182911;114.820486;30;2;3790;1021.968;2112.3;3472.6;1054.5
1916;3;1955;574.8;43.77213726;49.02479373;16;4;691.86;189.2688;392.6;634.78;194.2
8371;3;1947;2511.3;91.49316914;102.4723494;57;6;3013.86;817.8128;1680.3;2763.73;839.2
7557;2;1954;2267.1;86.93100713;97.36272798;23;1;2724.82;737.9176;1511.5;2499.01;756.9
8240;3;1992;2472;90.77444574;101.6673792;42;4;2976;805.232;1659.4;2722.2;828
8198;2;1962;2459.4;90.54280756;101.4079445;60;3;2951.88;802.0664;1646.2;2707.94;822.8
4744;2;1955;1423.2;68.87670143;77.1419056;12;8;1716.34;463.9192;950.4;1570.32;476.4
2971;3;2010;891.3;54.5068803;61.04770594;32;2;1076.06;293.0928;597.8;981.03;298.9
191;3;1992;57.3;13.82027496;15.47870796;4;4;81.66;27.1888;39.4;63.13;22.2
9407;3;1952;2822.1;96.98969017;108.628453;86;4;3389.92;915.0976;1881.9;3110.11;944
1870;3;2007;561;43.24349662;48.43271622;1;1;684.8;182.016;377.3;621.2;189.7
2761;1;1982;828.3;52.54521862;58.85064486;24;4;1008.06;272.7648;556.7;916.43;278.2
197;1;2000;59.1;14.03566885;15.71994911;3;2;75.92;27.7696;50.5;67.61;22.3
9235;1;1986;2770.5;96.09890738;107.6307763;70;4;3330.7;897.348;1854.9;3053.55;925.3
397;1;1961;119.1;19.92485885;22.31584191;10;6;154.72;43.2296;83.3;134.21;43.4
9889;3;1962;2966.7;99.44345127;111.3766654;27;6;3562.64;964.2552;1992.2;3263.57;989.4
5428;3;1997;1628.4;73.67496183;82.51595724;2;2;1960.48;529.6304;1098.9;1795.54;545.2
9913;2;1999;2973.9;99.56404974;111.5117357;43;2;3576.18;967.8784;1990.6;3275.09;993.4
1426;1;2002;427.8;37.76241518;42.293905;29;4;515.66;147.9368;289.5;473.48;145.2
2650;3;1940;795;51.4781507;57.65552879;27;1;957;265.02;540.1;878.3;267.2
6520;2;1958;1956;80.74651695;90.43609899;26;6;2358.5;637.636;1314.8;2156.1;652.1
5011;2;1961;1503.3;70.78841713;79.28302719;33;3;1810.56;493.3648;1009.8;1656.23;501.6
5170;2;2006;1551;71.90271205;80.53103749;70;3;1872.5;502.756;1040.6;1712.1;519.1
6052;3;1943;1815.6;77.79460136;87.12995352;42;3;2187.12;586.0336;1212.8;2000.36;606.8
487;2;1946;146.1;22.06807649;24.71624567;14;2;186.42;51.5416;105.6;163.71;52.6
5310;3;1958;1593;72.86974681;81.61411643;30;4;1917.4;517.008;1066.5;1756.7;532.8
4352;1;1971;1305.6;65.96969001;73.88605281;19;1;1580.32;424.4736;872.2;1440.96;437.8
8132;1;1949;2439.6;90.17760254;100.9989148;18;2;2940.72;794.2776;1638.2;2689.36;817.2
4972;3;1986;1491.6;70.51241026;78.97389949;31;4;1790.92;482.3896;995.3;1644.66;497.4
4844;1;2013;1453.2;69.59885057;77.95071263;63;4;1745.54;474.7992;973.2;1602.12;488.1
8774;3;1949;2632.2;93.66963222;104.9099881;62;3;3160.44;850.7232;1755.8;2900.52;878.1
310;2;2010;93;17.60681686;19.71963489;5;6;112.6;31.708;64.9;108.2;34.3
9685;3;1946;2905.5;98.41239759;110.2218853;9;8;3489.6;943.608;1951.4;3196.85;972.3
2414;3;1940;724.2;49.13247399;55.02837086;6;8;882.94;235.5752;493;797.42;245.4
8202;1;1941;2460.6;90.56489386;101.4326811;23;4;2955.92;796.9536;1646.7;2709.16;822.7
4429;2;1976;1328.7;66.55073253;74.53682043;12;4;1608.24;432.0272;896.6;1463.77;445.7
9853;1;1974;2955.9;99.26227884;111.1737523;8;6;3549.28;960.5704;1983.1;3251.79;986.7
6229;2;1985;1868.7;78.92401409;88.39489578;68;8;2253.04;611.2672;1258.9;2061.37;625.6
9078;1;1968;2723.4;95.27853903;106.7119637;74;2;3280.08;888.6504;1817.9;2999.94;909.4
6685;2;2000;2005.5;81.76184929;91.57327121;41;4;2412.7;656.608;1350.2;2211.05;671.7
5663;1;1940;1698.9;75.25290692;84.28325575;11;2;2047.38;551.5784;1144.7;1874.39;567.2
3112;2;1968;933.6;55.78530272;62.47953905;19;4;1124.32;307.6416;626.5;1029.86;313.9
9268;1;1997;2780.4;96.27045237;107.8229067;13;4;3340.38;903.7424;1862.6;3059.44;927.5
1246;3;1965;373.8;35.29872519;39.53457221;30;4;456.86;123.4128;250.5;416.88;127.3
2553;3;2005;765.9;50.52722039;56.59048683;4;8;930.98;254.2304;511.4;845.89;258.6
704;3;1988;211.2;26.53299832;29.71695812;19;1;260.74;74.9472;145.6;234.32;73.8
824;3;1998;247.2;28.70540019;32.15004821;21;2;307.94;84.2632;175.8;272.82;83.3
10741;1;1971;3222.3;103.6387958;116.0754513;55;1;3881.36;1042.0288;2156.2;3547.83;1077.2
10560;1;2002;3168;102.7618606;115.0932839;84;2;3803;1028.308;2121.9;3485.3;1058.3
686;1;1985;205.8;26.19160171;29.33459391;5;4;248.36;68.1048;151.4;226.88;70
3600;1;1947;1080;60;67.2;30;6;1310.1;352.28;721.5;1192.2;361.8
2005;1;1972;601.5;44.77722635;50.15049352;16;6;725.3;200.084;401;664.15;202.1
7294;2;2004;2188.2;85.40491789;95.65350804;24;2;2634.34;710.8592;1465.9;2407.22;730.5
3478;2;1998;1043.4;58.97457079;66.05151929;27;1;1261.48;338.6704;696;1153.24;347.8
2782;1;1977;834.6;52.74466798;59.07402813;46;3;1011.42;269.3976;570.4;920.06;279.6
7475;2;2016;2242.5;86.45808233;96.83305221;25;8;2701.5;733.58;1502.7;2472.25;750.1
8059;2;2015;2417.7;89.77193325;100.5445652;40;2;2908.64;782.1112;1618;2662.07;806
10342;2;1996;3102.6;101.6956243;113.8990992;1;2;3734.12;1010.9056;2075;3414.06;1036.8
1782;1;1947;534.6;42.21374184;47.27939086;41;2;645.22;180.3976;369.4;590.36;181.9
6004;3;1949;1801.2;77.48548251;86.78374041;34;6;2174.74;581.5872;1202;1981.82;601.6
9354;3;1946;2806.2;96.71607933;108.3220088;7;6;3372.04;908.7672;1875.8;3088.42;935.5
8759;1;1966;2627.7;93.58952933;104.8202728;44;4;3159.34;851.7712;1764.5;2895.57;877.4
8952;1;2004;2685.6;94.61500938;105.9688105;88;4;3229.52;868.9536;1794.5;2954.76;896.1
1447;3;1988;434.1;38.0394532;42.60418759;6;6;525.12;142.5696;290.6;480.51;147
3645;3;1985;1093.5;60.37383539;67.61869564;19;4;1324.1;357.036;738.7;1203.15;364.9
6638;2;1999;1991.4;81.47392221;91.25079287;20;1;2395.08;652.2584;1330.9;2192.94;666.4
10643;3;1988;3192.9;103.1649165;115.5447065;2;1;3844.38;1032.7424;2137.8;3516.99;1065
6050;1;1977;1815;77.78174593;87.11555544;11;2;2186.1;586.04;1219.1;1996.8;606
9089;3;2019;2726.7;95.33624704;106.7765967;9;3;3281.64;882.6152;1828.9;3004.57;910.5
8239;3;1979;2471.7;90.76893742;101.6612099;9;4;2966.54;801.2352;1661.1;2719.07;824
7753;3;1944;2325.9;88.05112151;98.6172561;51;4;2794.98;758.9904;1563.5;2561.89;776.4
3568;1;1964;1070.4;59.73273809;66.90066666;12;3;1284.88;347.4824;726.5;1179.04;358.9
10585;3;1947;3175.5;102.8834292;115.2294407;58;2;3823.1;1031.828;2129.8;3497.45;1062.2
9429;1;1943;2828.7;97.10303806;108.7554026;76;1;3400.44;919.4272;1899.3;3112.87;945.3
6926;1;1947;2077.8;83.22259309;93.20930426;22;2;2499.46;671.9368;1391.5;2290.48;694.9
9607;2;1963;2882.1;98.01530493;109.7771415;51;4;3464.12;938.2576;1932.2;3171.41;964.5
10057;1;1980;3017.1;100.284595;112.3187464;94;4;3621.32;982.2176;2019;3323.51;1007.1
7988;2;1988;2396.4;89.37561189;100.1006853;74;2;2884.48;775.0384;1611.9;2637.74;800.9
1105;3;1988;331.5;33.24154028;37.23052511;32;4;407.9;114.464;224.1;364.65;111.3
2146;1;1972;643.8;46.32493929;51.883932;7;4;772.56;212.6328;439.1;709.18;217.1
2153;3;1955;645.9;46.40043103;51.96848276;15;2;789.58;212.9104;444.9;712.69;216.9
4580;1;2001;1374;67.67569726;75.79678093;48;2;1656.2;443.944;922.2;1511.4;459.1
4559;3;2011;1367.7;67.5203673;75.62281137;36;8;1650.14;449.0112;916.7;1506.07;458.7
4351;2;2004;1305.3;65.96211034;73.87756358;8;6;1575.76;425.5768;873.8;1439.13;438
5021;3;1947;1506.3;70.85901495;79.36209675;48;1;1820.76;495.9328;1005.6;1661.43;503.1
8260;1;1942;2478;90.88454214;101.7906872;57;8;2982.9;803.568;1655.2;2729.8;829.7
3638;2;1994;1091.4;60.3158354;67.55373565;23;2;1321.38;352.8584;729.1;1201.54;364.1
1261;3;2010;378.3;35.51056181;39.77182923;11;8;455.96;129.8648;257.3;421.63;127.7
7755;1;1947;2326.5;88.06247782;98.62997516;83;8;2806.4;752.984;1553.9;2560.45;775.7
9228;1;1994;2768.4;96.06247967;107.5899772;95;4;3335.08;900.3704;1855.5;3045.74;923.1
5719;2;1978;1715.7;75.62407024;84.69895867;44;3;2071.84;554.6992;1158.5;1890.27;572.8
3659;1;2015;1097.7;60.48966854;67.74842876;24;8;1331.34;362.6912;745.8;1208.97;369
377;1;1963;113.1;19.41648784;21.74646638;9;4;141.72;42.8936;86.2;127.41;41.7
907;2;1992;272.1;30.11644069;33.73041358;17;2;332.92;96.2976;192.9;302.81;93.9
4025;2;1971;1207.5;63.4428877;71.05603423;6;6;1452.6;398.72;819.7;1328.75;404
2433;1;1961;729.9;49.32544982;55.2445038;45;6;886.58;244.5144;494.7;807.79;244.7
10345;1;2008;3103.5;101.7103731;113.9156179;4;2;3730;1009.296;2074.7;3415.15;1035.4
1034;2;1997;310.2;32.15587038;36.01457483;23;3;382.94;109.9912;216.8;345.12;104.5
10345;3;1968;3103.5;101.7103731;113.9156179;77;8;3727.3;1006.096;2080.5;3418.45;1038.2
1781;3;1966;534.3;42.20189569;47.26612318;32;1;652.46;176.9008;359.1;592.23;181
8477;3;1949;2543.1;92.07062507;103.1191001;85;8;3060.42;822.1736;1710.1;2799.11;849.7
4763;2;2018;1428.9;69.01449123;77.29623018;51;4;1722.68;464.5584;954.7;1571.79;477
5301;1;2018;1590.3;72.8079666;81.54492259;44;2;1913.56;513.8368;1066.1;1752.63;533.1
8763;3;1997;2628.9;93.6108968;104.8442044;24;1;3158.08;848.8584;1759.5;2895.19;879.6
6525;1;1959;1957.5;80.77747211;90.47076876;17;4;2351.6;638.42;1318.4;2154.85;654.6
8079;3;1958;2423.7;89.88325762;100.6692485;71;3;2910.04;788.0472;1617.8;2670.07;811.4
3931;3;2012;1179.3;62.69768736;70.22140984;2;2;1427.06;388.9208;791.8;1299.63;396
4535;3;1959;1360.5;67.34240863;75.42349766;64;1;1642.7;442.988;914.7;1496.75;454.4
6565;1;1948;1969.5;81.0246876;90.74765011;26;1;2367;643.992;1325;2166.65;658.3
752;3;2016;225.6;27.4226184;30.71333261;7;2;281.22;81.0936;165.4;250.36;75.4
7428;2;2011;2228.4;86.18584571;96.52814719;45;8;2687.08;726.9304;1495;2451.94;746.3
8603;1;1951;2580.9;92.75235846;103.8826415;68;8;3097.68;841.9704;1733.5;2844.39;864.1
9736;1;2003;2920.8;98.67117107;110.5117116;10;4;3516.96;949.8448;1955.2;3213.68;976.9
9274;2;2007;2782.2;96.30160954;107.8578027;93;2;3339.14;900.4232;1857.9;3061.92;928.1
3549;3;2005;1064.7;59.57348403;66.72230212;47;1;1292.34;351.4432;717.8;1175.57;357.7
10369;3;1960;3110.7;101.8282868;114.0476813;22;4;3737.24;1008.5192;2079.3;3426.37;1038.7
9788;3;1996;2936.4;98.93432165;110.8064402;72;8;3524.38;957.1784;1968.4;3235.44;981.5
4264;1;2000;1279.2;65.29931087;73.13522817;61;4;1538.34;419.2552;864.9;1411.52;430.3
670;3;1993;201;25.88435821;28.9904812;1;4;255;73.656;140.2;224;70.1
4490;1;1955;1347;67.00746227;75.04835774;56;8;1624.8;435.532;911.7;1483.5;449.1
4441;1;1956;1332.3;66.64082833;74.63772773;28;8;1601.56;432.1888;902.6;1467.43;446.5
9901;3;1941;2970.3;99.50376877;111.444221;50;6;3577.46;961.7168;1990.6;3270.23;993.6
1991;3;1991;597.3;44.62062303;49.9750978;27;4;718.96;198.4288;399.9;661.93;202.2
5273;1;1962;1581.9;72.61542536;81.3292764;26;4;1908.18;514.3264;1059.2;1743.39;528.6
10640;1;1966;3192;103.1503757;115.5284207;93;6;3831;1034.752;2135.3;3516.8;1067.9
9576;3;2010;2872.8;97.85703858;109.5998832;68;8;3458.76;934.6568;1922.3;3162.98;960
4716;1;2003;1414.8;68.67313885;76.91391552;38;3;1704.86;461.4088;947.7;1558.98;471.9
10676;1;2003;3202.8;103.3247308;115.7236985;76;2;3848.46;1037.3368;2143;3527.88;1068
6200;1;1963;1860;78.74007874;88.18888819;3;1;2238.4;601.06;1241;2051.8;623.1
4195;2;1953;1258.5;64.76881966;72.54107802;46;1;1517.3;413.276;840;1388.05;421.2
7279;3;1972;2183.7;85.31705574;95.55510243;58;4;2626.14;710.5072;1461.1;2403.47;728.8
2363;2;1996;708.9;48.61069841;54.44398222;13;4;855.98;231.5384;473;780.69;239.8
6741;2;2010;2022.3;82.1035931;91.95602427;75;4;2438.36;658.6288;1350.5;2230.23;675.5
8991;2;2016;2697.3;94.82088378;106.1993898;87;3;3242.96;874.4288;1799.2;2970.23;901.3
5562;1;1992;1668.6;74.57881737;83.52827545;43;4;2007.22;539.8016;1117.3;1839.76;559.3
10288;1;2018;3086.4;101.4297787;113.6013521;6;2;3714.48;997.9784;2066.9;3397.64;1030.9
